,RecordNum,Date Time(UTC),PTB110_mb,P4_mb,P1_mb,T1_C,RH1,T_CS215,RH_CS215,Vbat,N1Cts,N2Cts,N3Cts,N4Cts,N5Cts,N6Cts,N7Cts,N8Cts,N1ETsec,N3ETsec,N5ETsec,N7ETsec,N1T(C),N1RH,N5T(C),N5RH,GpsUTC,LatDec,LongDec,Alt,Qual,NumSats,HDOP,Speed_kmh,COG,SpeedQuality,strDate,timestamp,x,y,total_counts,filtered_counts,incoming_flux,corrected_counts,corrected_smoothed,VWC
0,2, 2018/05/01 14:15:00,962.95,962.8,961.4,23.2,35.4,20.9,72.7,13.574,37.0,60.0,35.0,45.0,48.0,27.0,43.0,58.0,52,52,52,52,23.9,23.2,23.4,16.0,141136,38.68368,-97.37195,393.2,2.0,10,0.8,0.0,270.7,A,10518.0,2018-05-01 14:15:00,641605.4591243969,4282932.801334228,353.0,,100.797,,,
1,3, 2018/05/01 14:16:00,962.88,962.7,961.3,23.3,35.5,21.0,72.7,13.417,53.0,53.0,39.0,36.0,44.0,37.0,42.0,41.0,60,60,60,60,24.2,23.1,23.6,16.0,141236,38.68362,-97.37197,387.2,2.0,11,0.8,0.0,270.7,A,10518.0,2018-05-01 14:16:00,641603.8377339911,4282926.111932663,345.0,,100.797,,,
2,4, 2018/05/01 14:17:00,962.64,962.5,961.1,23.4,35.4,21.2,72.2,13.282,33.0,48.0,35.0,32.0,41.0,38.0,29.0,38.0,60,60,60,60,24.3,23.1,23.7,16.0,141336,38.68214,-97.37199,388.2,1.0,11,0.8,3.89,356.3,A,10518.0,2018-05-01 14:17:00,641605.0156554086,4282761.838122485,294.0,,100.797,,,
3,5, 2018/05/01 14:18:00,962.41,962.2,960.9,23.5,35.5,21.2,72.0,13.191,40.0,34.0,56.0,45.0,37.0,47.0,27.0,33.0,60,60,60,60,24.5,23.1,23.8,16.0,141434,38.68637,-97.37202,387.5,1.0,11,0.8,41.71,359.86,A,10518.0,2018-05-01 14:18:00,641594.0671795191,4283231.2158491155,319.0,,100.797,,,
4,6, 2018/05/01 14:19:00,962.48,962.1,960.8,23.6,35.4,21.4,72.2,13.13,46.0,46.0,44.0,56.0,45.0,59.0,38.0,45.0,60,60,60,60,24.6,23.0,23.9,16.0,141534,38.69254,-97.37202,388.8,2.0,06,1.0,41.0,359.75,A,10518.0,2018-05-01 14:19:00,641581.9024197229,4283915.931914857,379.0,379.0,100.797,405.0,,
5,7, 2018/05/01 14:20:00,961.83,961.5,960.2,23.7,35.3,21.4,72.0,13.081,46.0,49.0,37.0,38.0,57.0,50.0,49.0,38.0,60,60,60,60,24.7,23.0,24.0,16.0,141634,38.69871,-97.37203,394.3,2.0,10,0.8,41.08,359.3,A,10518.0,2018-05-01 14:20:00,641568.8663571709,4284600.633193207,364.0,364.0,100.797,387.0,364.0,0.16093412797992468
6,8, 2018/05/01 14:21:00,962.25,962.2,960.9,23.8,35.3,21.3,71.5,13.034,46.0,45.0,41.0,45.0,29.0,42.0,29.0,32.0,60,60,60,60,24.8,23.0,24.1,16.0,141734,38.7049,-97.37203,387.1,2.0,11,0.8,40.24,0.19,A,10518.0,2018-05-01 14:21:00,641556.6589322304,4285287.570096842,309.0,309.0,100.797,329.0,340.0,0.22517651403249633
7,9, 2018/05/01 14:22:00,961.91,961.8,960.5,24.0,35.2,21.3,71.8,13.02,45.0,35.0,41.0,50.0,34.0,52.0,43.0,46.0,60,60,60,60,24.8,22.9,24.2,16.0,141834,38.71096,-97.37203,389.0,2.0,12,0.8,36.87,0.5,A,10518.0,2018-05-01 14:22:00,641544.7062768848,4285960.080865258,346.0,346.0,100.797,368.0,342.0,0.21896579330422122
8,10, 2018/05/01 14:23:00,962.31,961.7,960.5,24.1,35.2,21.4,71.2,13.004,36.0,43.0,35.0,43.0,45.0,40.0,35.0,44.0,60,60,60,60,24.9,22.9,24.3,16.0,141934,38.71711,-97.37202,389.6,1.0,11,0.8,40.91,359.82,A,10518.0,2018-05-01 14:23:00,641533.4439145772,4286642.595530117,321.0,321.0,100.797,342.0,356.0,0.18008520475561432
9,11, 2018/05/01 14:24:00,962.28,962.2,960.9,24.2,35.2,21.3,72.0,12.982,55.0,42.0,53.0,31.0,49.0,37.0,53.0,46.0,60,60,60,60,25.0,22.9,24.3,16.0,142034,38.72292,-97.37201,389.3,2.0,12,0.8,36.82,1.15,A,10518.0,2018-05-01 14:24:00,641522.850609086,4287287.379140912,366.0,366.0,100.797,390.0,390.0,0.11010733549083061
10,12, 2018/05/01 14:25:00,961.73,961.5,960.3,24.3,35.1,21.5,70.9,12.976,41.0,38.0,46.0,54.0,41.0,47.0,50.0,67.0,60,60,60,60,25.1,22.9,24.4,16.0,142134,38.72905,-97.37199,395.5,2.0,11,0.8,40.78,0.54,A,10518.0,2018-05-01 14:25:00,641512.4935246339,4287967.691038703,384.0,384.0,100.797,408.0,408.0,0.08253146509341198
11,13, 2018/05/01 14:26:00,960.89,960.3,959.2,24.3,35.1,21.6,70.0,12.97,33.0,32.0,44.0,41.0,44.0,35.0,36.0,38.0,60,60,60,60,25.2,22.8,24.5,16.0,142234,38.73521,-97.37199,405.7,1.0,11,0.8,40.5,359.87,A,10518.0,2018-05-01 14:26:00,641500.3368829233,4288651.301956427,303.0,303.0,100.797,320.0,352.0,0.19044029850746264
12,14, 2018/05/01 14:27:00,959.9,959.9,958.6,24.4,35.1,21.8,69.2,12.964,52.0,25.0,49.0,45.0,40.0,41.0,38.0,52.0,60,60,60,60,25.2,22.8,24.5,16.0,142334,38.74073,-97.37199,412.7,1.0,12,0.7,45.95,0.61,A,10518.0,2018-05-01 14:27:00,641489.4418745914,4289263.888927458,342.0,342.0,100.797,358.0,345.0,0.20998148148148144
13,15, 2018/05/01 14:28:00,960.53,960.2,959.1,24.5,35.1,21.7,70.4,12.963,53.0,37.0,34.0,38.0,42.0,40.0,41.0,34.0,60,60,60,60,25.3,22.7,24.6,16.0,142434,38.74699,-97.37199,406.2,1.0,12,0.7,40.78,0.47,A,10518.0,2018-05-01 14:28:00,641477.0847088866,4289958.598710286,319.0,319.0,100.797,336.0,340.0,0.22517651403249633
14,16, 2018/05/01 14:29:00,960.76,960.7,959.6,24.6,35.2,21.9,69.8,12.955,42.0,32.0,40.0,27.0,35.0,44.0,42.0,50.0,60,60,60,60,25.4,22.7,24.7,16.0,142534,38.75326,-97.37196,397.1,1.0,11,0.8,43.15,0.69,A,10518.0,2018-05-01 14:29:00,641467.3130853856,4290654.4653223995,312.0,312.0,100.797,329.0,336.0,0.23816514459665136
15,17, 2018/05/01 14:30:00,961.68,961.1,960.1,24.7,35.3,21.9,69.5,12.957,48.0,42.0,40.0,36.0,38.0,34.0,49.0,43.0,60,60,60,60,25.4,22.7,24.7,16.0,142634,38.75948,-97.37196,391.6,1.0,11,0.8,40.39,0.51,A,10518.0,2018-05-01 14:30:00,641455.03128782,4291344.737429437,330.0,330.0,100.797,350.0,345.0,0.20998148148148144
16,18, 2018/05/01 14:31:00,960.25,960.3,959.0,24.7,35.3,21.8,69.8,12.958,46.0,34.0,42.0,41.0,47.0,47.0,33.0,37.0,60,60,60,60,25.5,22.7,24.8,16.0,142734,38.76566,-97.37199,399.8,1.0,11,0.8,40.78,0.96,A,10518.0,2018-05-01 14:31:00,641440.2202868084,4292030.524772221,327.0,327.0,101.105,342.0,342.0,0.21896579330422122
17,19, 2018/05/01 14:32:00,959.76,960.0,958.7,24.8,35.6,21.5,71.1,12.954,46.0,33.0,54.0,52.0,45.0,44.0,43.0,41.0,60,60,60,60,25.5,22.7,24.8,16.0,142834,38.7689,-97.37479,400.6,1.0,11,0.8,44.6,269.15,A,10518.0,2018-05-01 14:32:00,641190.5562654493,4292385.762639251,358.0,358.0,101.105,373.0,373.0,0.14156413301662707
18,20, 2018/05/01 14:33:00,960.57,960.1,958.8,24.9,35.6,21.6,70.4,12.954,45.0,43.0,54.0,48.0,48.0,38.0,44.0,48.0,60,60,60,60,25.6,22.6,24.9,16.0,142934,38.76876,-97.38273,401.8,1.0,11,0.8,40.71,267.43,A,10518.0,2018-05-01 14:33:00,640501.0012601621,4292357.999993737,368.0,368.0,101.105,386.0,386.0,0.11697850055126797
19,21, 2018/05/01 14:34:00,961.83,961.5,960.4,24.9,35.6,21.6,70.4,12.949,37.0,50.0,34.0,34.0,38.0,40.0,42.0,38.0,60,60,60,60,25.6,22.6,24.9,16.0,143034,38.76873,-97.3907,389.5,1.0,11,0.8,42.54,270.37,A,10518.0,2018-05-01 14:34:00,639808.6229687458,4292342.458823763,313.0,313.0,101.105,332.0,332.0,0.251969387755102
20,22, 2018/05/01 14:35:00,963.13,962.6,961.8,25.0,35.6,21.3,72.3,12.948,22.0,51.0,41.0,50.0,50.0,48.0,57.0,44.0,60,60,60,60,25.7,22.6,25.0,16.0,143134,38.76881,-97.39861,378.1,1.0,11,0.8,40.87,270.2,A,10518.0,2018-05-01 14:35:00,639121.2438065344,4292339.276658542,363.0,363.0,101.105,389.0,389.0,0.11179718004338393
21,23, 2018/05/01 14:36:00,963.49,963.3,962.0,25.1,35.7,21.2,73.3,12.948,34.0,30.0,36.0,37.0,51.0,36.0,42.0,44.0,60,60,60,60,25.7,22.6,25.0,16.0,143234,38.76888,-97.40649,369.2,1.0,11,0.8,40.71,270.91,A,10518.0,2018-05-01 14:36:00,638436.4924924014,4292335.089586516,310.0,310.0,101.105,333.0,351.0,0.1931174863387978
22,24, 2018/05/01 14:37:00,963.87,963.5,962.7,25.1,35.7,21.1,74.2,12.95,48.0,41.0,43.0,44.0,41.0,47.0,36.0,37.0,60,60,60,60,25.8,22.6,25.0,16.0,143334,38.76887,-97.41438,364.1,1.0,11,0.8,41.04,269.22,A,10518.0,2018-05-01 14:37:00,637751.0281776218,4292322.068381778,337.0,337.0,101.105,363.0,363.0,0.16322222222222216
23,25, 2018/05/01 14:38:00,964.42,964.0,962.8,25.2,35.8,21.4,72.4,12.945,42.0,46.0,37.0,41.0,42.0,40.0,50.0,50.0,60,60,60,60,25.8,22.5,25.1,16.0,143434,38.76881,-97.42226,363.1,1.0,11,0.8,41.17,269.88,A,10518.0,2018-05-01 14:38:00,637066.5287422802,4292303.5725350855,348.0,348.0,101.105,377.0,380.0,0.1278728620296465
24,26, 2018/05/01 14:39:00,964.31,964.0,963.0,25.2,35.8,21.3,73.9,12.948,42.0,55.0,42.0,49.0,46.0,52.0,33.0,40.0,60,60,60,60,25.9,22.5,25.1,16.1,143534,38.76879,-97.43015,363.5,1.0,11,0.7,40.82,269.94,A,10518.0,2018-05-01 14:39:00,636381.0837454391,4292289.55983368,359.0,359.0,101.105,389.0,382.0,0.12415952649379933
25,27, 2018/05/01 14:40:00,964.01,963.8,962.6,25.3,35.8,21.6,71.1,12.954,48.0,48.0,42.0,34.0,45.0,46.0,33.0,31.0,60,60,60,60,25.9,22.5,25.2,16.0,143634,38.76879,-97.43802,362.7,1.0,11,0.7,41.17,269.68,A,10518.0,2018-05-01 14:40:00,635697.3386296645,4292277.855481315,327.0,327.0,101.105,353.0,369.0,0.14991119221411195
26,28, 2018/05/01 14:41:00,964.12,964.4,963.3,25.3,36.0,21.7,70.7,12.935,50.0,43.0,41.0,43.0,43.0,40.0,39.0,41.0,60,60,60,60,26.0,22.4,25.2,16.1,143734,38.76881,-97.44567,364.3,2.0,11,0.7,11.96,271.66,A,10518.0,2018-05-01 14:41:00,635032.6699229152,4292268.754244476,340.0,340.0,101.105,367.0,369.0,0.14991119221411195
27,29, 2018/05/01 14:42:00,963.09,962.6,961.9,25.4,36.0,21.4,72.1,12.953,50.0,51.0,44.0,34.0,36.0,49.0,41.0,53.0,60,60,60,60,26.0,22.4,25.3,16.0,143834,38.76881,-97.45244,369.8,2.0,10,0.8,40.95,269.67,A,10518.0,2018-05-01 14:42:00,634444.4938150239,4292258.782139132,358.0,358.0,101.105,383.0,376.0,0.13555950991831978
28,30, 2018/05/01 14:43:00,962.63,962.3,961.2,25.5,36.1,21.4,72.3,12.952,36.0,47.0,41.0,57.0,49.0,41.0,36.0,50.0,60,60,60,60,26.1,22.4,25.3,16.0,143934,38.76879,-97.46032,374.5,2.0,12,0.7,40.45,270.1,A,10518.0,2018-05-01 14:43:00,633759.9190237004,4292245.010367818,357.0,357.0,101.105,381.0,381.0,0.12600566893424034
29,31, 2018/05/01 14:44:00,962.14,961.8,960.9,25.5,36.2,21.8,70.1,12.945,41.0,34.0,43.0,43.0,42.0,40.0,44.0,43.0,60,60,60,60,26.1,22.4,25.3,16.0,144034,38.76595,-97.4642,388.0,2.0,12,0.7,40.5,179.57,A,10518.0,2018-05-01 14:44:00,633428.1169524982,4291924.173914059,330.0,330.0,101.105,351.0,351.0,0.1931174863387978
30,32, 2018/05/01 14:45:00,961.13,961.7,960.6,25.6,36.1,21.6,70.8,12.952,42.0,41.0,50.0,49.0,51.0,32.0,49.0,41.0,60,60,60,60,26.1,22.4,25.4,16.0,144134,38.75976,-97.46412,390.5,2.0,12,0.7,41.45,181.2,A,10518.0,2018-05-01 14:45:00,633446.5994499922,4291237.35373492,355.0,355.0,101.105,374.0,370.0,0.14778657799274483
31,33, 2018/05/01 14:46:00,962.66,962.3,961.4,25.6,36.2,21.5,72.4,12.948,40.0,45.0,43.0,38.0,46.0,40.0,46.0,45.0,60,60,60,60,26.2,22.4,25.4,16.0,144234,38.75365,-97.46423,381.5,2.0,12,0.7,41.98,180.94,A,10518.0,2018-05-01 14:46:00,633448.421941954,4290559.135124271,343.0,343.0,101.105,366.0,368.0,0.152061811505508
32,34, 2018/05/01 14:47:00,961.46,961.4,960.4,25.7,36.2,21.7,70.4,12.946,42.0,49.0,46.0,43.0,40.0,49.0,36.0,30.0,60,60,60,60,26.2,22.3,25.4,16.0,144334,38.74752,-97.46432,389.3,1.0,11,0.7,41.19,180.7,A,10518.0,2018-05-01 14:47:00,633452.016631336,4289878.726864967,335.0,335.0,101.105,354.0,359.0,0.17267098445595852
33,35, 2018/05/01 14:48:00,961.93,961.7,960.5,25.7,36.2,21.8,69.4,12.943,40.0,33.0,45.0,49.0,35.0,42.0,53.0,42.0,60,60,60,60,26.3,22.3,25.5,16.0,144434,38.74132,-97.46439,388.1,1.0,11,0.7,41.58,179.87,A,10518.0,2018-05-01 14:48:00,633457.4770317334,4289190.580210345,339.0,339.0,101.105,359.0,359.0,0.17267098445595852
34,36, 2018/05/01 14:49:00,962.16,962.4,961.3,25.7,36.2,21.6,70.3,12.951,41.0,41.0,40.0,41.0,41.0,50.0,40.0,44.0,60,60,60,60,26.3,22.3,25.5,16.0,144534,38.73526,-97.46444,382.6,1.0,11,0.7,40.87,181.54,A,10518.0,2018-05-01 14:49:00,633464.4126165472,4288517.999876631,338.0,338.0,101.105,359.0,363.0,0.16322222222222216
35,37, 2018/05/01 14:50:00,962.94,963.1,962.2,25.8,36.2,21.7,70.5,12.946,41.0,46.0,39.0,42.0,33.0,35.0,54.0,52.0,60,60,60,60,26.3,22.3,25.6,16.0,144634,38.7291,-97.4645,377.2,1.0,11,0.7,41.19,180.9,A,10518.0,2018-05-01 14:50:00,633470.6628054418,4287834.308156432,342.0,342.0,101.105,366.0,366.0,0.15644299876084267
36,38, 2018/05/01 14:51:00,963.02,962.9,961.8,25.8,36.1,21.7,70.5,12.951,46.0,35.0,38.0,42.0,43.0,46.0,41.0,45.0,60,60,60,60,26.4,22.3,25.6,16.0,144734,38.72294,-97.46453,381.5,1.0,11,0.7,40.54,180.61,A,10518.0,2018-05-01 14:51:00,633479.5186085376,4287150.660850899,336.0,336.0,101.105,359.0,,
37,39, 2018/05/01 14:52:00,961.96,961.5,960.5,25.9,36.2,21.6,71.3,12.951,38.0,51.0,44.0,41.0,47.0,47.0,51.0,42.0,60,60,60,60,26.4,22.2,25.6,16.0,144834,38.7172,-97.46461,390.9,1.0,12,0.7,40.82,179.91,A,10518.0,2018-05-01 14:52:00,633483.2438607431,4286513.5506061595,361.0,,101.105,,,
38,40, 2018/05/01 14:53:00,961.92,962.0,961.1,25.9,36.2,21.4,71.9,12.951,43.0,38.0,42.0,34.0,41.0,48.0,40.0,38.0,60,60,60,60,26.4,22.3,25.7,16.0,144934,38.71108,-97.46467,391.4,1.0,12,0.7,24.8,181.19,A,10518.0,2018-05-01 14:53:00,633489.4125185946,4285834.29985936,324.0,324.0,101.105,344.0,,
39,41, 2018/05/01 14:54:00,961.23,961.3,960.5,26.0,36.1,21.3,72.4,12.948,37.0,45.0,49.0,44.0,39.0,38.0,43.0,49.0,60,60,60,60,26.5,22.2,25.7,16.0,145034,38.70573,-97.46469,396.3,1.0,12,0.7,40.97,180.19,A,10518.0,2018-05-01 14:54:00,633497.6248857795,4285240.558244965,344.0,344.0,101.105,363.0,354.0,0.18519344042838012
40,42, 2018/05/01 14:55:00,963.18,962.8,961.5,26.0,36.2,21.4,71.6,12.97,56.0,46.0,49.0,40.0,38.0,40.0,44.0,48.0,60,60,60,60,26.5,22.2,25.7,16.0,145134,38.69954,-97.46474,387.4,1.0,11,0.7,41.41,180.62,A,10518.0,2018-05-01 14:55:00,633504.789062421,4284553.555139802,361.0,361.0,101.105,387.0,387.0,0.11523245614035091
41,43, 2018/05/01 14:56:00,962.09,962.3,961.5,26.0,36.2,21.5,71.1,12.948,39.0,38.0,43.0,35.0,36.0,50.0,48.0,43.0,60,60,60,60,26.5,22.2,25.7,16.0,145234,38.69342,-97.46449,387.9,1.0,10,0.7,41.04,179.63,A,10518.0,2018-05-01 14:56:00,633537.9120963509,4283874.758097479,332.0,332.0,101.105,353.0,353.0,0.18779919137466303
42,44, 2018/05/01 14:57:00,962.61,962.5,961.8,26.1,36.2,21.4,72.0,12.95,60.0,51.0,41.0,54.0,37.0,36.0,43.0,40.0,60,60,60,60,26.6,22.2,25.8,16.0,145334,38.68719,-97.46458,384.5,1.0,11,0.7,40.87,180.04,A,10518.0,2018-05-01 14:57:00,633541.6691474323,4283183.259072297,362.0,362.0,101.105,386.0,386.0,0.11697850055126797
43,45, 2018/05/01 14:58:00,962.22,962.2,961.2,26.1,36.4,21.4,71.7,12.953,38.0,42.0,39.0,41.0,29.0,48.0,48.0,40.0,60,60,60,60,26.6,22.1,25.8,16.0,145434,38.68173,-97.46432,396.8,2.0,12,0.7,26.35,86.92,A,10518.0,2018-05-01 14:58:00,633574.4366721348,4282577.720652294,325.0,325.0,101.105,346.0,346.0,0.2070714285714285
44,46, 2018/05/01 14:59:00,961.8,961.8,960.8,26.1,36.3,21.4,70.8,12.952,49.0,46.0,35.0,41.0,42.0,36.0,39.0,43.0,60,60,60,60,26.6,22.1,25.8,16.0,145534,38.68177,-97.4566,394.2,1.0,12,0.7,42.32,90.21,A,10518.0,2018-05-01 14:59:00,634245.8883188505,4282593.4396958025,331.0,331.0,101.105,350.0,350.0,0.1958314993122421
45,47, 2018/05/01 15:00:00,963.13,963.0,962.1,26.2,36.4,21.4,71.5,12.953,42.0,47.0,33.0,25.0,34.0,27.0,35.0,52.0,60,60,60,60,26.7,22.1,25.8,16.0,145634,38.68177,-97.4487,382.5,1.0,11,0.7,41.41,91.31,A,10518.0,2018-05-01 15:00:00,634933.0722427813,4282605.041389096,295.0,,101.105,,,
46,48, 2018/05/01 15:01:00,962.37,962.5,961.6,26.2,36.3,21.3,71.5,12.955,48.0,48.0,44.0,36.0,37.0,52.0,41.0,53.0,60,60,60,60,26.7,22.1,25.9,16.0,145734,38.6817,-97.44214,390.4,1.0,11,0.7,43.19,89.83,A,10518.0,2018-05-01 15:01:00,635503.8283272815,4282606.952058049,359.0,,101.105,,,
47,49, 2018/05/01 15:02:00,964.29,964.2,963.3,26.3,36.4,21.6,70.9,12.945,44.0,43.0,31.0,50.0,43.0,43.0,40.0,41.0,60,60,60,60,26.7,22.1,25.9,16.0,145834,38.68177,-97.43409,373.3,1.0,11,0.7,41.73,90.16,A,10518.0,2018-05-01 15:02:00,636203.9290712167,4282626.653345236,335.0,335.0,101.105,362.0,,
